product_id,product_name,product_name_original,brand,category,subcategory,sku,price,price_unit,dosage_form,ingredients,specification,is_active,source_database,ai_extracted_product,has_ai_match,ai_match_confidence,total_quantity_purchased,purchase_frequency,avg_quantity_per_purchase,avg_purchase_price,min_purchase_price,max_purchase_price,pharmacies,first_purchase_date,last_purchase_date,promotion_programs,promotion_categories,promotion_count,has_purchase_data,has_promotion_data,data_completeness_score
LC_00003280,GAVISCON 24 GÓI X 10ML,GAVISCON 24 GÓI X 10ML,Reckitt Benckiser,Thuốc,Thuốc tiêu hoá & gan mật,00003280,8000.0,Gói,Hỗn dịch,"alginate 500mg, natri bicarbonate 267mg, Calci carbonat 160mg",Hộp 24 Gói,True,Long Chau,Gaviscon,True,1.0,1017,9,113.0,264422.44,75917,431963,"Nhà thuốc Hoa Sen, Nhà thuốc Phúc An, Nhà thuốc Tâm Đức, Nhà thuốc Long Châu, Nhà thuốc Gia Hân, Nhà thuốc Trung Sơn",03/08/2025,25/01/2025,Cứ 7 tặng 1 cùng loại (14%) hoặc tích điểm,Khác,1,True,True,1.0
LC_00001554,CANESTEN CREAM 1% 20G,CANESTEN CREAM 1% 20G,Bayer,Thuốc,Thuốc da liễu,00001554,53000.0,Tuýp,Kem,Clotrimazole 10mg/g,Tuýp,True,Long Chau,Canesten,True,1.0,796,7,113.71,242871.57,59449,456917,"Nhà thuốc Trung Sơn, Nhà thuốc Tâm Đức, Nhà thuốc Long Châu, Nhà thuốc Gia Hân, Nhà thuốc Hoa Sen",02/02/2025,16/09/2025,Mua 1 hoặc cả 2 loại: Mức 1: Cứ 3 tặng 1,Khác,1,True,True,1.0
LC_00001553,CANESTEN 100MG 6-DAYS-THERAPY BAYER 1X6,CANESTEN 100MG 6-DAYS-THERAPY BAYER 1X6,Bayer,Thuốc,Thuốc tiết niệu - sinh dục,00001553,102000.0,Hộp,Viên nén đặt âm đạo,Clotrimazole 100mg,Hộp 1 Vỉ x 6 Viên,True,Long Chau,Canesten,True,1.0,796,7,113.71,242871.57,59449,456917,"Nhà thuốc Trung Sơn, Nhà thuốc Tâm Đức, Nhà thuốc Long Châu, Nhà thuốc Gia Hân, Nhà thuốc Hoa Sen",02/02/2025,16/09/2025,Mua 1 hoặc cả 2 loại: Mức 1: Cứ 3 tặng 1,Khác,1,True,True,1.0
LC_00015195,YUMANGEL F 20 GÓI YUHAN,YUMANGEL F 20 GÓI YUHAN,Yuhan,Thuốc,Thuốc tiêu hoá & gan mật,00015195,6300.0,Gói,Hỗn dịch,Almagate 1.5g,Hộp 20 gói,True,Long Chau,Yumangel,True,1.0,270,2,135.0,341426.5,211182,471671,"Nhà thuốc An Khang, Nhà thuốc Gia Hân",22/01/2025,23/03/2025,"Tích điểm 5% + hỗ trợ POSM (poster,",Khác,1,True,True,1.0
LC_00013883,BOGANIC VBP TRAPHACO 5X20,BOGANIC VBP TRAPHACO 5X20,Traphaco,Thuốc,Thuốc tiêu hoá & gan mật,00013883,80000.0,Hộp,Viên nén bao phim,"Bìm Bìm 7.5mg, Rau đắng đất 75mg, Atisô 100mg",Hộp 5 Vỉ x 20 Viên,True,Long Chau,Boganic,True,1.0,80,2,40.0,290460.0,190272,390648,"Nhà thuốc Minh Châu, Nhà thuốc Hoa Sen",27/07/2025,29/04/2025,Mua 10 tặng 2 + đào tạo kiến thức sản phẩm,Khác,1,True,True,1.0
LC_00010373,PROSPAN 2X10 - KẸO NGẬM,PROSPAN 2X10 - KẸO NGẬM,Engelhard,Thuốc,Thuốc hô hấp,00010373,79000.0,Hộp,Viên ngậm,Cao Thường Xuân 26mg,Hộp 2 Vỉ x 10 Viên,True,Long Chau,Prospan,True,1.0,1171,12,97.58,230921.25,29825,494700,"Nhà thuốc Minh Châu, Nhà thuốc Gia Hân, Nhà thuốc Hoa Sen, Nhà thuốc Long Châu, Nhà thuốc An Khang, Nhà thuốc Tâm Đức, Nhà thuốc Trung Sơn",01/05/2025,29/09/2025,"Cứ 20 lốc thưởng 5% bằng điểm, thêm; Chiết khấu thêm 5% cho đơn hàng từ 100 hộp trở lên","Khác, Thuốc ho & cảm lạnh",2,True,True,1.0
LC_00002814,ENTEROGERMINA 2 TỶ SANOFI 2X10 5ML,ENTEROGERMINA 2 TỶ SANOFI 2X10 5ML,Sanofi,Thuốc,Thuốc tiêu hoá & gan mật,00002814,160000.0,Hộp,Hỗn dịch,Bào tử kháng đa kháng sinh Bacillus clausii 2tỷ cfu,Hộp 2 Vỉ x 10 Ống x 5ml,True,Long Chau,Enterogermina,True,1.0,416,4,104.0,231011.75,57439,470542,"Nhà thuốc Phúc An, Nhà thuốc An Khang, Nhà thuốc Hoa Sen, Nhà thuốc Minh Châu",05/09/2025,26/01/2025,"Cứ 2 tặng 1 (50%), được cộng hưởng cùng",Khác,1,True,True,1.0
LC_00029664,PROSPAN FORTE 100ML,PROSPAN FORTE 100ML,Engelhard,Thuốc,Thuốc hô hấp,00029664,96000.0,Chai,Dung dịch uống,Chiết xuất cao khô lá thường xuân 35mg,Chai x 100ml,True,Long Chau,Prospan,True,1.0,1171,12,97.58,230921.25,29825,494700,"Nhà thuốc Minh Châu, Nhà thuốc Gia Hân, Nhà thuốc Hoa Sen, Nhà thuốc Long Châu, Nhà thuốc An Khang, Nhà thuốc Tâm Đức, Nhà thuốc Trung Sơn",01/05/2025,29/09/2025,"Cứ 20 lốc thưởng 5% bằng điểm, thêm; Chiết khấu thêm 5% cho đơn hàng từ 100 hộp trở lên","Khác, Thuốc ho & cảm lạnh",2,True,True,1.0
LC_00030670,ENTEROGERMINA 4 TỶ/ ỐNG 5ML SANOFI 2X10,ENTEROGERMINA 4 TỶ/ ỐNG 5ML SANOFI 2X10,Sanofi,Thuốc,Thuốc tiêu hoá & gan mật,00030670,290000.0,Hộp,Hỗn dịch,Bào tử kháng đa kháng sinh Bacillus clausii 4tỷ cfu,Hộp 2 Vỉ x 10 Ống,True,Long Chau,Enterogermina,True,1.0,416,4,104.0,231011.75,57439,470542,"Nhà thuốc Phúc An, Nhà thuốc An Khang, Nhà thuốc Hoa Sen, Nhà thuốc Minh Châu",05/09/2025,26/01/2025,"Cứ 2 tặng 1 (50%), được cộng hưởng cùng",Khác,1,True,True,1.0
LC_00018508,A.T IBUPROFEN SYRUP 100MG AN THIÊN 30 ỐNG X 5ML - HỖN DỊCH UỐNG,A.T IBUPROFEN SYRUP 100MG AN THIÊN 30 ỐNG X 5ML - HỖN DỊCH UỐNG,An Thiên,Thuốc,"Thuốc giảm đau, hạ sốt, kháng viêm",00018508,85000.0,Hộp,Hỗn dịch uống,Ibuprofen 100mg,Hộp 30 Ống x 5ml,True,Long Chau,Ibuprofen,True,1.0,229,3,76.33,249401.33,46289,357990,"Nhà thuốc Minh Châu, Nhà thuốc An Khang, Nhà thuốc Trung Sơn",10/06/2025,27/05/2025,Cứ 5 hộp tặng 2 hộp 2 vỉ (8.3%) hoặc cứ 10,Khác,1,True,True,1.0
LC_00047527,PECTOL TE SAGOPHA 90ML,PECTOL TE SAGOPHA 90ML,Sagopha,Thuốc,Thuốc hô hấp,00047527,55000.0,Hộp,Siro,"Trần bì 75mg, Núc nác 100mg, Húng chanh 2000mg, Cát cánh 25mg, An tức hương 10mg",Hộp,True,Long Chau,Pectol,True,1.0,190,4,47.5,279425.5,128440,370152,"Nhà thuốc Hoa Sen, Nhà thuốc Phúc An, Nhà thuốc Minh Châu, Nhà thuốc Gia Hân",01/08/2025,28/09/2025,"Cứ 20 lốc thưởng 5% bằng điểm, thêm",Khác,1,True,True,1.0
LC_00502885,A.T IBUPROFEN SYRUP 100MG AN THIÊN 60ML,A.T IBUPROFEN SYRUP 100MG AN THIÊN 60ML,An Thiên,Thuốc,"Thuốc giảm đau, hạ sốt, kháng viêm",00502885,20000.0,Chai,Hỗn dịch,Ibuprofen 100mg,Chai x 60ml,True,Long Chau,Ibuprofen,True,1.0,229,3,76.33,249401.33,46289,357990,"Nhà thuốc Minh Châu, Nhà thuốc An Khang, Nhà thuốc Trung Sơn",10/06/2025,27/05/2025,Cứ 5 hộp tặng 2 hộp 2 vỉ (8.3%) hoặc cứ 10,Khác,1,True,True,1.0
LC_00501373,PROFEN IBUPROFEN 100MG/10ML CPC1HN 2X5 ỐNG ,PROFEN IBUPROFEN 100MG/10ML CPC1HN 2X5 ỐNG ,CPC1HN,Thuốc,"Thuốc giảm đau, hạ sốt, kháng viêm",00501373,60000.0,Hộp,Hỗn dịch,Ibuprofen 100mg,Hộp 2 Vỉ x 5 Ống x 10ml,True,Long Chau,Ibuprofen,True,1.0,229,3,76.33,249401.33,46289,357990,"Nhà thuốc Minh Châu, Nhà thuốc An Khang, Nhà thuốc Trung Sơn",10/06/2025,27/05/2025,Cứ 5 hộp tặng 2 hộp 2 vỉ (8.3%) hoặc cứ 10,Khác,1,True,True,1.0
LC_00005793,PECTOL-E SAGOPHA 90ML,PECTOL-E SAGOPHA 90ML,Sagopha,Thuốc,Thuốc hô hấp,00005793,39000.0,Chai,Siro,"Eucalyptol 0.18, Viễn chí 14.58, Natri benzoat 2.7, Cồn bọ mắm 1.8, Húng chanh 16.2, Bồ đề 0.18",Chai x 90ml,True,Long Chau,Pectol,True,1.0,190,4,47.5,279425.5,128440,370152,"Nhà thuốc Hoa Sen, Nhà thuốc Phúc An, Nhà thuốc Minh Châu, Nhà thuốc Gia Hân",01/08/2025,28/09/2025,"Cứ 20 lốc thưởng 5% bằng điểm, thêm",Khác,1,True,True,1.0
LC_00018799,PARACETAMOL CHOAY 500MG SANOFI 10X10,PARACETAMOL CHOAY 500MG SANOFI 10X10,Sanofi,Thuốc,"Thuốc giảm đau, hạ sốt, kháng viêm",00018799,750.0,Viên,Viên nén,Acetaminophen 500mg,Hộp 10 Vỉ x 10 Viên,True,Long Chau,Paracetamol,True,1.0,471,6,78.5,223694.0,56686,422312,"Nhà thuốc Hoa Sen, Nhà thuốc Tâm Đức, Nhà thuốc Long Châu, Nhà thuốc Phúc An",02/05/2025,16/05/2025,"Cứ 2 hộp tặng 5 hộp Paracetamol 1 vỉ; Mua 10 tặng 1 hộp, áp dụng cho đơn hàng từ 2 triệu trở lên","Khác, Thuốc giảm đau - hạ sốt",2,True,True,1.0
LC_00021638,SMECTAGO 3G IPSEN 12 GÓI,SMECTAGO 3G IPSEN 12 GÓI,Ipsen,Thuốc,Thuốc tiêu hoá & gan mật,00021638,120000.0,Hộp,Hỗn dịch uống,Diosmectite 3g,Hộp 12 Gói,True,Long Chau,Smecta,True,1.0,261,4,65.25,377001.75,316709,468432,"Nhà thuốc Long Châu, Nhà thuốc Trung Sơn, Nhà thuốc Tâm Đức",05/02/2025,29/05/2025,Cứ 3 tặng 1 cùng loại (33%),Khác,1,True,True,1.0
LC_00022530,PARACETAMOL 500MG QUẢNG BÌNH 10X10,PARACETAMOL 500MG QUẢNG BÌNH 10X10,Quapharco,Thuốc,Thuốc hô hấp,00022530,360.0,Viên,Viên nén,Paracetamol 500mg,Hộp 10 Vỉ x 10 Viên,True,Long Chau,Paracetamol,True,1.0,471,6,78.5,223694.0,56686,422312,"Nhà thuốc Hoa Sen, Nhà thuốc Tâm Đức, Nhà thuốc Long Châu, Nhà thuốc Phúc An",02/05/2025,16/05/2025,"Cứ 2 hộp tặng 5 hộp Paracetamol 1 vỉ; Mua 10 tặng 1 hộp, áp dụng cho đơn hàng từ 2 triệu trở lên","Khác, Thuốc giảm đau - hạ sốt",2,True,True,1.0
LC_00018741,PECTOLVAN IVY FARMAK 100ML - SIRO HO CHO NGƯỜI LỚN VÀ TRẺ EM,PECTOLVAN IVY FARMAK 100ML - SIRO HO CHO NGƯỜI LỚN VÀ TRẺ EM,Farmak,Thuốc,Thuốc hô hấp,00018741,76000.0,Chai,Siro,Chiết xuất cao khô lá thường xuân 35mg,Chai x 100ml,True,Long Chau,Pectol,True,1.0,190,4,47.5,279425.5,128440,370152,"Nhà thuốc Hoa Sen, Nhà thuốc Phúc An, Nhà thuốc Minh Châu, Nhà thuốc Gia Hân",01/08/2025,28/09/2025,"Cứ 20 lốc thưởng 5% bằng điểm, thêm",Khác,1,True,True,1.0
LC_00009968,METHORPHAN TRAPHACO 2X10,METHORPHAN TRAPHACO 2X10,Traphaco,Thuốc,Thuốc hô hấp,00009968,0.0,Viên,Viên nén bao phim,"Loratadine 2.5mg, Dextromethorphan 10mg, Guaifenesin 100mg",Hộp 2 vỉ x 10 viên,True,Long Chau,Methorphan,True,1.0,676,6,112.67,134966.67,44702,267579,"Nhà thuốc Gia Hân, Nhà thuốc An Khang, Nhà thuốc Phúc An, Nhà thuốc Hoa Sen",01/08/2025,30/01/2025,Cứ 3 tặng 1 cùng loại (33%),Khác,1,True,True,0.8
LC_00503264,DEXTROMETHORPHAN 15MG TIPHARCO 10X10,DEXTROMETHORPHAN 15MG TIPHARCO 10X10,Tipharco,Thuốc,Thuốc hô hấp,00503264,0.0,Viên,Viên nén bao phim,Dextromethorphan hydrobromid 15mg,Hộp 10 Vỉ x 10 Viên,True,Long Chau,Methorphan,True,1.0,676,6,112.67,134966.67,44702,267579,"Nhà thuốc Gia Hân, Nhà thuốc An Khang, Nhà thuốc Phúc An, Nhà thuốc Hoa Sen",01/08/2025,30/01/2025,Cứ 3 tặng 1 cùng loại (33%),Khác,1,True,True,0.8
LC_00033217,BEROCCA PERFORMANCE ORANGE BAYER SỦI 12X2,BEROCCA PERFORMANCE ORANGE BAYER SỦI 12X2,Bayer,Thuốc,Thuốc bổ & vitamin,00033217,0.0,Hộp,Viên sủi,"Vitamin B1 15mg, Vitamin B2 15mg, Vitamin B6 10mg, Vitamin B12 0.01mg, Vitamin B3 50mg, Vitamin B5 23mg, Magnesium 100mg, Vitamin C 500mg, Zinc 10mg, Calcium 100mg, Vitamin B8 0.15mg, Vitamin B9 0.4mg",Hộp 12 Vỉ x 2 Viên,True,Long Chau,Berocca,True,1.0,997,10,99.7,300939.3,41092,434545,"Nhà thuốc Hoa Sen, Nhà thuốc An Khang, Nhà thuốc Minh Châu, Nhà thuốc Tâm Đức, Nhà thuốc Trung Sơn",01/02/2025,22/01/2025,Cứ 5 hộp tặng 2 hộp 2 vỉ (8.3%) hoặc cứ 10,Khác,1,True,True,0.8
LC_00009625,NƯỚC SÚC MIỆNG BẠC HÀ LISTERINE COOLMINT 750ML,NƯỚC SÚC MIỆNG BẠC HÀ LISTERINE COOLMINT 750ML,Listerine,Chăm sóc cá nhân,Chăm sóc răng miệng,00009625,168000.0,Chai,,"Acid benzoic , Poloxamer , Sorbitol , Alcohol , Nước (aqua) , Sodium saccharin , Eucalyptol , Thymol , Methyl salicylate , Menthol , Sodium benzoate , Flavor ",Chai,True,Long Chau,Listerine,True,1.0,209,4,52.25,297738.0,67881,425104,"Nhà thuốc An Khang, Nhà thuốc Minh Châu, Nhà thuốc Trung Sơn",05/02/2025,29/06/2025,"Tích điểm 5% + hỗ trợ POSM (poster,",Khác,1,True,True,1.0
LC_00004483,NƯỚC SÚC MIỆNG BẠC HÀ LISTERINE COOLMINT 250ML,NƯỚC SÚC MIỆNG BẠC HÀ LISTERINE COOLMINT 250ML,Listerine,Chăm sóc cá nhân,Chăm sóc răng miệng,00004483,70000.0,Chai,,"Water , Alcohol , Sorbitol , Poloxamer 407 , Benzoic Acid , Sodium saccharin , Eucalyptol , Thymol , Menthol , Sodium benzoate , Tá dược vừa đủ , Methyl Salicylat , Flavor ",Chai,True,Long Chau,Listerine,True,1.0,209,4,52.25,297738.0,67881,425104,"Nhà thuốc An Khang, Nhà thuốc Minh Châu, Nhà thuốc Trung Sơn",05/02/2025,29/06/2025,"Tích điểm 5% + hỗ trợ POSM (poster,",Khác,1,True,True,1.0
LC_00015332,NƯỚC SÚC MIỆNG TRÀ XANH LISTERINE GREENTEA 250ML,NƯỚC SÚC MIỆNG TRÀ XANH LISTERINE GREENTEA 250ML,Listerine,Chăm sóc cá nhân,Chăm sóc răng miệng,00015332,80000.0,Chai,,"Menthol , Thymol , Poloxamer , Propylene glycol , Sorbitol , Nước (aqua) , Sodium lauryl sulfate , Flavor , Eucalytol , Benzoic Acid , Sodium benzoate , Methyl salicylate , Sodium fluoride , Sodium saccharin , Sucralose , Green Tea ",Chai,True,Long Chau,Listerine,True,1.0,209,4,52.25,297738.0,67881,425104,"Nhà thuốc An Khang, Nhà thuốc Minh Châu, Nhà thuốc Trung Sơn",05/02/2025,29/06/2025,"Tích điểm 5% + hỗ trợ POSM (poster,",Khác,1,True,True,1.0
LC_00009554,DUNG DỊCH XỊT MŨI STERIMAR HYGIENE AND COMFORT 50ML - XỊT VỆ SINH MŨI CHO TRẺ EM TỪ 3 TUỔI & NGƯỜI LỚN,DUNG DỊCH XỊT MŨI STERIMAR HYGIENE AND COMFORT 50ML - XỊT VỆ SINH MŨI CHO TRẺ EM TỪ 3 TUỔI & NGƯỜI LỚN,Hyphens,Thiết bị y tế,Dụng cụ y tế,00009554,112000.0,Chai,Dung dịch xịt mũi,"Nước biển sâu 15.91ml, Nước tinh khiết ",Chai x 50ml,True,Long Chau,Sterimar,True,1.0,166,2,83.0,387727.5,350010,425445,"Nhà thuốc Trung Sơn, Nhà thuốc Gia Hân",07/02/2025,23/05/2025,Mua 1 hoặc cả 2 loại: Mức 1: Cứ 3 tặng 1,Khác,1,True,True,1.0
LC_00006901,DUNG DỊCH XỊT MŨI TRẺ EM STERIMAR HYGIENE BABY 50ML - VỆ SINH MŨI CHO BÉ TỪ 0-3 TUỔI,DUNG DỊCH XỊT MŨI TRẺ EM STERIMAR HYGIENE BABY 50ML - VỆ SINH MŨI CHO BÉ TỪ 0-3 TUỔI,Hyphens,Thiết bị y tế,Dụng cụ y tế,00006901,115000.0,Chai,Dung dịch xịt mũi,Nước biển sâu ,Chai x 50ml,True,Long Chau,Sterimar,True,1.0,166,2,83.0,387727.5,350010,425445,"Nhà thuốc Trung Sơn, Nhà thuốc Gia Hân",07/02/2025,23/05/2025,Mua 1 hoặc cả 2 loại: Mức 1: Cứ 3 tặng 1,Khác,1,True,True,1.0
LC_00013747,"DUNG DỊCH XỊT MŨI TRẺ EM STERIMAR BLOCKED NOSE BABY 50ML -  GIÚP THÔNG MŨI, KHÁNG VIÊM CHO TRẺ EM TỪ 3 THÁNG - 3 TUỔI","DUNG DỊCH XỊT MŨI TRẺ EM STERIMAR BLOCKED NOSE BABY 50ML -  GIÚP THÔNG MŨI, KHÁNG VIÊM CHO TRẺ EM TỪ 3 THÁNG - 3 TUỔI",Hyphens,Thiết bị y tế,Dụng cụ y tế,00013747,115000.0,Chai,Dung dịch xịt mũi,Nước biển sâu  ,Chai,True,Long Chau,Sterimar,True,1.0,166,2,83.0,387727.5,350010,425445,"Nhà thuốc Trung Sơn, Nhà thuốc Gia Hân",07/02/2025,23/05/2025,Mua 1 hoặc cả 2 loại: Mức 1: Cứ 3 tặng 1,Khác,1,True,True,1.0
